iter	Passed	Remaining
1662	348647	70651
1663	348886	70448
1664	349072	70233
1665	349352	70038
1666	349538	69823
1667	349735	69611
1668	349930	69398
1669	350123	69186
1670	350323	68974
1671	350509	68760
1672	350742	68555
1673	350946	68344
1674	351136	68131
1675	351333	67918
1676	351532	67707
1677	351794	67507
1678	351975	67292
1679	352156	67077
1680	352369	66868
1681	352607	66664
1682	352796	66450
1683	352981	66236
1684	353171	66023
1685	353361	65809
1686	353543	65595
1687	353723	65380
1688	353954	65174
1689	354141	64960
1690	354327	64746
1691	354554	64540
1692	354736	64326
1693	354946	64116
1694	355179	63911
1695	355374	63699
1696	355557	63484
1697	355739	63270
1698	355926	63056
1699	356108	62842
1700	356316	62632
1701	356515	62421
1702	356742	62215
1703	356941	62003
1704	357143	61793
1705	357392	61590
1706	357626	61385
1707	357818	61172
1708	358111	60977
1709	358300	60764
1710	358523	60557
1711	358714	60344
1712	358898	60130
1713	359099	59919
1714	359297	59708
1715	359483	59494
1716	359697	59286
1717	359895	59074
1718	360159	58874
1719	360405	58670
1720	360599	58458
1721	360832	58252
1722	361047	58044
1723	361243	57832
1724	361442	57621
1725	361630	57408
1726	361815	57194
1727	361998	56981
1728	362273	56782
1729	362494	56574
1730	362683	56361
1731	362944	56160
1732	363157	55950
1733	363349	55738
1734	363577	55531
1735	363766	55319
1736	363971	55109
1737	364198	54902
1738	364395	54690
1739	364582	54477
1740	364767	54264
1741	364992	54057
1742	365245	53854
1743	365457	53645
1744	365640	53431
1745	365823	53218
1746	366018	53006
1747	366199	52793
1748	366498	52596
1749	366696	52385
1750	366920	52177
1751	367176	51974
1752	367403	51767
1753	367618	51558
1754	367841	51351
1755	368040	51140
1756	368233	50928
1757	368469	50722
1758	368652	50509
1759	368856	50298
1760	369043	50085
1761	369268	49878
1762	369463	49667
1763	369660	49455
1764	369869	49246
1765	370059	49033
1766	370290	48827
1767	370493	48616
1768	370679	48404
1769	370867	48191
1770	371090	47984
1771	371279	47771
1772	371481	47561
1773	371674	47349
1774	371860	47137
1775	372045	46924
1776	372301	46721
1777	372528	46513
1778	372745	46305
1779	372934	46093
1780	373162	45885
1781	373395	45679
1782	373595	45468
1783	373779	45255
1784	373963	45043
1785	374150	44830
1786	374382	44624
1787	374599	44415
1788	374784	44203
1789	375018	43996
1790	375202	43784
1791	375406	43573
1792	375592	43361
1793	375826	43155
1794	376016	42943
1795	376277	42739
1796	376504	42532
1797	376733	42324
1798	376920	42112
1799	377192	41910
1800	377383	41698
1801	377577	41487
1802	377775	41276
1803	377961	41064
1804	378153	40853
1805	378379	40645
1806	378689	40446
1807	378895	40236
1808	379083	40024
1809	379334	39819
1810	379528	39608
1811	379772	39402
1812	379971	39191
1813	380163	38980
1814	380392	38772
1815	380581	38561
1816	380771	38349
1817	380966	38138
1818	381214	37932
1819	381415	37722
1820	381644	37514
1821	381840	37303
1822	382065	37095
1823	382280	36886
1824	382474	36675
1825	382770	36474
1826	383038	36270
1827	383246	36060
1828	383450	35850
1829	383682	35642
1830	383899	35433
1831	384109	35224
1832	384319	35014
1833	384522	34804
1834	384750	34596
1835	384961	34386
1836	385167	34176
1837	385372	33966
1838	385561	33754
1839	385743	33542
1840	385933	33331
1841	386122	33120
1842	386303	32908
1843	386483	32696
1844	386667	32484
1845	386901	32276
1846	387105	32066
1847	387339	31859
1848	387628	31656
1849	387814	31444
1850	388016	31234
1851	388210	31023
1852	388394	30811
1853	388573	30599
1854	388803	30391
1855	389022	30182
1856	389205	29971
1857	389434	29763
1858	389619	29551
1859	389846	29343
1860	390061	29134
1861	390288	28925
1862	390479	28714
1863	390713	28506
1864	390930	28297
1865	391153	28089
1866	391388	27881
1867	391569	27669
1868	391755	27458
1869	391939	27247
1870	392177	27039
1871	392389	26830
1872	392621	26621
1873	392813	26411
1874	393013	26200
1875	393226	25991
1876	393414	25780
1877	393605	25569
1878	393817	25360
1879	394053	25152
1880	394259	24942
1881	394453	24731
1882	394685	24523
1883	394872	24312
1884	395061	24101
1885	395271	23892
1886	395455	23681
1887	395645	23470
1888	395830	23259
1889	396027	23049
1890	396277	22841
1891	396533	22635
1892	396711	22423
1893	396915	22213
1894	397129	22004
1895	397393	21797
1896	397623	21589
1897	397808	21378
1898	397995	21167
1899	398211	20958
1900	398410	20748
1901	398610	20538
1902	398852	20330
1903	399038	20119
1904	399228	19909
1905	399434	19699
1906	399673	19491
1907	399926	19283
1908	400135	19074
1909	400359	18865
1910	400551	18654
1911	400734	18443
1912	400976	18235
1913	401167	18025
1914	401405	17816
1915	401640	17608
1916	401856	17399
1917	402060	17189
1918	402252	16978
1919	402440	16768
1920	402676	16559
1921	402918	16351
1922	403105	16140
1923	403288	15930
1924	403496	15720
1925	403751	15512
1926	403934	15302
1927	404122	15091
1928	404355	14882
1929	404561	14673
1930	404747	14462
1931	404929	14252
1932	405113	14041
1933	405302	13831
1934	405493	13621
1935	405685	13411
1936	405920	13202
1937	406122	12992
1938	406311	12782
1939	406505	12572
1940	406724	12363
1941	406908	12152
1942	407094	11942
1943	407323	11733
1944	407530	11524
1945	407733	11314
1946	407915	11104
1947	408104	10893
1948	408327	10684
1949	408509	10474
1950	408712	10264
1951	408913	10055
1952	409126	9845
1953	409383	9637
1954	409593	9427
1955	409782	9218
1956	409962	9007
1957	410218	8799
1958	410463	8590
1959	410670	8381
1960	410857	8171
1961	411051	7961
1962	411235	7751
1963	411448	7541
1964	411647	7332
1965	411888	7123
1966	412079	6913
1967	412315	6704
1968	412501	6494
1969	412692	6284
1970	412882	6074
1971	413068	5865
1972	413313	5656
1973	413499	5446
1974	413764	5237
1975	413949	5027
1976	414139	4818
1977	414327	4608
1978	414546	4398
1979	414735	4189
1980	414927	3979
1981	415122	3770
1982	415354	3560
1983	415570	3351
1984	415754	3141
1985	415981	2932
1986	416169	2722
1987	416378	2513
1988	416562	2303
1989	416788	2094
1990	416987	1884
1991	417173	1675
1992	417377	1465
1993	417576	1256
1994	417770	1047
1995	418021	837
1996	418207	628
1997	418392	418
1998	418596	209
1999	418813	0
